app,policy_area,metric,period,value
Facebook,Dangerous Orgs: Terrorism,Content Restored with appeal,2020Q1,"23,000"
Facebook,Dangerous Orgs: Terrorism,Content Restored with appeal,2020Q2,30
Facebook,Dangerous Orgs: Terrorism,Content Restored with appeal,2020Q3,80
Facebook,Dangerous Orgs: Terrorism,Content Restored with appeal,2020Q4,"4,300"
Facebook,Dangerous Orgs: Terrorism,Content Restored with appeal,2021Q1,"6,500"
Facebook,Dangerous Orgs: Terrorism,Content Restored with appeal,2021Q2,"3,500"
Facebook,Dangerous Orgs: Terrorism,Content Restored with appeal,2021Q3,"10,200"
Facebook,Dangerous Orgs: Terrorism,Content Restored with appeal,2021Q4,"5,200"
Facebook,Dangerous Orgs: Terrorism,Content Restored with appeal,2022Q1,"5,400"
Facebook,Dangerous Orgs: Terrorism,Content Restored with appeal,2022Q2,"61,900"
Facebook,Hate Speech,Content Restored with appeal,2017Q4,N/A
Facebook,Hate Speech,Content Restored with appeal,2018Q1,N/A
Facebook,Hate Speech,Content Restored with appeal,2018Q2,N/A
Facebook,Hate Speech,Content Restored with appeal,2018Q3,N/A
Facebook,Hate Speech,Content Restored with appeal,2018Q4,N/A
Facebook,Hate Speech,Content Restored with appeal,2019Q1,"128,700"
Facebook,Hate Speech,Content Restored with appeal,2019Q2,"114,700"
Facebook,Hate Speech,Content Restored with appeal,2019Q3,"166,800"
Facebook,Hate Speech,Content Restored with appeal,2019Q4,"73,100"
Facebook,Hate Speech,Content Restored with appeal,2020Q1,"59,600"
Facebook,Hate Speech,Content Restored with appeal,2020Q2,"3,400"
Facebook,Hate Speech,Content Restored with appeal,2020Q3,"3,200"
Facebook,Hate Speech,Content Restored with appeal,2020Q4,"48,300"
Facebook,Hate Speech,Content Restored with appeal,2021Q1,"84,800"
Facebook,Hate Speech,Content Restored with appeal,2021Q2,"88,100"
Facebook,Hate Speech,Content Restored with appeal,2021Q3,"90,700"
Facebook,Hate Speech,Content Restored with appeal,2021Q4,"65,300"
Facebook,Hate Speech,Content Restored with appeal,2022Q1,"48,700"
Facebook,Hate Speech,Content Restored with appeal,2022Q2,"237,900"
Facebook,Regulated Goods: Drugs,Content Restored with appeal,2017Q4,N/A
Facebook,Regulated Goods: Drugs,Content Restored with appeal,2018Q1,N/A
Facebook,Regulated Goods: Drugs,Content Restored with appeal,2018Q2,N/A
Facebook,Regulated Goods: Drugs,Content Restored with appeal,2018Q3,N/A
Facebook,Regulated Goods: Drugs,Content Restored with appeal,2018Q4,N/A
Facebook,Regulated Goods: Drugs,Content Restored with appeal,2019Q1,"16,300"
Facebook,Regulated Goods: Drugs,Content Restored with appeal,2019Q2,"22,000"
Facebook,Regulated Goods: Drugs,Content Restored with appeal,2019Q3,"33,600"
Facebook,Regulated Goods: Drugs,Content Restored with appeal,2019Q4,"51,900"
Facebook,Regulated Goods: Drugs,Content Restored with appeal,2020Q1,"27,800"
Facebook,Regulated Goods: Drugs,Content Restored with appeal,2020Q2,"4,900"
Facebook,Regulated Goods: Drugs,Content Restored with appeal,2020Q3,"4,000"
Facebook,Regulated Goods: Drugs,Content Restored with appeal,2020Q4,"58,600"
Facebook,Regulated Goods: Drugs,Content Restored with appeal,2021Q1,"14,900"
Facebook,Regulated Goods: Drugs,Content Restored with appeal,2021Q2,"6,100"
Facebook,Regulated Goods: Drugs,Content Restored with appeal,2021Q3,"9,300"
Facebook,Regulated Goods: Drugs,Content Restored with appeal,2021Q4,"27,700"
Facebook,Regulated Goods: Drugs,Content Restored with appeal,2022Q1,"37,600"
Facebook,Regulated Goods: Drugs,Content Restored with appeal,2022Q2,"44,100"
Facebook,Regulated Goods: Firearms,Content Restored with appeal,2017Q4,N/A
Facebook,Regulated Goods: Firearms,Content Restored with appeal,2018Q1,N/A
Facebook,Regulated Goods: Firearms,Content Restored with appeal,2018Q2,N/A
Facebook,Regulated Goods: Firearms,Content Restored with appeal,2018Q3,N/A
Facebook,Regulated Goods: Firearms,Content Restored with appeal,2018Q4,N/A
Facebook,Regulated Goods: Firearms,Content Restored with appeal,2019Q1,"5,900"
Facebook,Regulated Goods: Firearms,Content Restored with appeal,2019Q2,"14,400"
Facebook,Regulated Goods: Firearms,Content Restored with appeal,2019Q3,"10,200"
Facebook,Regulated Goods: Firearms,Content Restored with appeal,2019Q4,"8,700"
Facebook,Regulated Goods: Firearms,Content Restored with appeal,2020Q1,"5,100"
Facebook,Regulated Goods: Firearms,Content Restored with appeal,2020Q2,"2,900"
Facebook,Regulated Goods: Firearms,Content Restored with appeal,2020Q3,"1,000"
Facebook,Regulated Goods: Firearms,Content Restored with appeal,2020Q4,"7,100"
Facebook,Regulated Goods: Firearms,Content Restored with appeal,2021Q1,"39,600"
Facebook,Regulated Goods: Firearms,Content Restored with appeal,2021Q2,"20,600"
Facebook,Regulated Goods: Firearms,Content Restored with appeal,2021Q3,"9,000"
Facebook,Regulated Goods: Firearms,Content Restored with appeal,2021Q4,"10,700"
Facebook,Regulated Goods: Firearms,Content Restored with appeal,2022Q1,"12,800"
Facebook,Regulated Goods: Firearms,Content Restored with appeal,2022Q2,"31,800"
Facebook,Spam,Content Restored with appeal,2017Q4,N/A
Facebook,Spam,Content Restored with appeal,2018Q1,N/A
Facebook,Spam,Content Restored with appeal,2018Q2,N/A
Facebook,Spam,Content Restored with appeal,2018Q3,N/A
Facebook,Spam,Content Restored with appeal,2018Q4,N/A
Facebook,Spam,Content Restored with appeal,2019Q1,"5,300,000"
Facebook,Spam,Content Restored with appeal,2019Q2,"5,200,000"
Facebook,Spam,Content Restored with appeal,2019Q3,"2,500,000"
Facebook,Spam,Content Restored with appeal,2019Q4,"527,300"
Facebook,Spam,Content Restored with appeal,2020Q1,"536,100"
Facebook,Spam,Content Restored with appeal,2020Q2,900
Facebook,Spam,Content Restored with appeal,2020Q3,70
Facebook,Spam,Content Restored with appeal,2020Q4,800
Facebook,Spam,Content Restored with appeal,2021Q1,"1,300"
Facebook,Spam,Content Restored with appeal,2021Q2,"1,300"
Facebook,Spam,Content Restored with appeal,2021Q3,"1,200"
Facebook,Spam,Content Restored with appeal,2021Q4,"2,000"
Facebook,Spam,Content Restored with appeal,2022Q1,"1,700"
Facebook,Spam,Content Restored with appeal,2022Q2,"83,800"
Facebook,Suicide and Self-Injury,Content Restored with appeal,2017Q4,N/A
Facebook,Suicide and Self-Injury,Content Restored with appeal,2018Q1,N/A
Facebook,Suicide and Self-Injury,Content Restored with appeal,2018Q2,N/A
Facebook,Suicide and Self-Injury,Content Restored with appeal,2018Q3,N/A
Facebook,Suicide and Self-Injury,Content Restored with appeal,2018Q4,N/A
Facebook,Suicide and Self-Injury,Content Restored with appeal,2019Q1,N/A
Facebook,Suicide and Self-Injury,Content Restored with appeal,2019Q2,"6,100"
Facebook,Suicide and Self-Injury,Content Restored with appeal,2019Q3,"5,900"
Facebook,Suicide and Self-Injury,Content Restored with appeal,2019Q4,"10,700"
Facebook,Suicide and Self-Injury,Content Restored with appeal,2020Q1,"4,200"
Facebook,Suicide and Self-Injury,Content Restored with appeal,2020Q2,10
Facebook,Suicide and Self-Injury,Content Restored with appeal,2020Q3,0
Facebook,Suicide and Self-Injury,Content Restored with appeal,2020Q4,100
Facebook,Suicide and Self-Injury,Content Restored with appeal,2021Q1,100
Facebook,Suicide and Self-Injury,Content Restored with appeal,2021Q2,60
Facebook,Suicide and Self-Injury,Content Restored with appeal,2021Q3,70
Facebook,Suicide and Self-Injury,Content Restored with appeal,2021Q4,50
Facebook,Suicide and Self-Injury,Content Restored with appeal,2022Q1,"1,700"
Facebook,Suicide and Self-Injury,Content Restored with appeal,2022Q2,"186,600"
Facebook,Violence And Incitement,Content Restored with appeal,2017Q4,N/A
Facebook,Violence And Incitement,Content Restored with appeal,2018Q1,N/A
Facebook,Violence And Incitement,Content Restored with appeal,2018Q2,N/A
Facebook,Violence And Incitement,Content Restored with appeal,2018Q3,N/A
Facebook,Violence And Incitement,Content Restored with appeal,2018Q4,N/A
Facebook,Violence And Incitement,Content Restored with appeal,2019Q1,N/A
Facebook,Violence And Incitement,Content Restored with appeal,2019Q2,N/A
Facebook,Violence And Incitement,Content Restored with appeal,2019Q3,N/A
Facebook,Violence And Incitement,Content Restored with appeal,2019Q4,N/A
Facebook,Violence And Incitement,Content Restored with appeal,2020Q1,N/A
Facebook,Violence And Incitement,Content Restored with appeal,2020Q2,N/A
Facebook,Violence And Incitement,Content Restored with appeal,2020Q3,N/A
Facebook,Violence And Incitement,Content Restored with appeal,2020Q4,N/A
Facebook,Violence And Incitement,Content Restored with appeal,2021Q1,N/A
Facebook,Violence And Incitement,Content Restored with appeal,2021Q2,N/A
Facebook,Violence And Incitement,Content Restored with appeal,2021Q3,"37,900"
Facebook,Violence And Incitement,Content Restored with appeal,2021Q4,"33,900"
Facebook,Violence And Incitement,Content Restored with appeal,2022Q1,"77,700"
Facebook,Violence And Incitement,Content Restored with appeal,2022Q2,"554,500"
Facebook,Violent & Graphic Content,Content Restored with appeal,2017Q4,N/A
Facebook,Violent & Graphic Content,Content Restored with appeal,2018Q1,N/A
Facebook,Violent & Graphic Content,Content Restored with appeal,2018Q2,N/A
Facebook,Violent & Graphic Content,Content Restored with appeal,2018Q3,N/A
Facebook,Violent & Graphic Content,Content Restored with appeal,2018Q4,N/A
Facebook,Violent & Graphic Content,Content Restored with appeal,2019Q1,"24,100"
Facebook,Violent & Graphic Content,Content Restored with appeal,2019Q2,"25,100"
Facebook,Violent & Graphic Content,Content Restored with appeal,2019Q3,"14,900"
Facebook,Violent & Graphic Content,Content Restored with appeal,2019Q4,"5,100"
Facebook,Violent & Graphic Content,Content Restored with appeal,2020Q1,"119,100"
Facebook,Violent & Graphic Content,Content Restored with appeal,2020Q2,10
Facebook,Violent & Graphic Content,Content Restored with appeal,2020Q3,70
Facebook,Violent & Graphic Content,Content Restored with appeal,2020Q4,500
Facebook,Violent & Graphic Content,Content Restored with appeal,2021Q1,"1,000"
Facebook,Violent & Graphic Content,Content Restored with appeal,2021Q2,700
Facebook,Violent & Graphic Content,Content Restored with appeal,2021Q3,700
Facebook,Violent & Graphic Content,Content Restored with appeal,2021Q4,600
Facebook,Violent & Graphic Content,Content Restored with appeal,2022Q1,800
Facebook,Violent & Graphic Content,Content Restored with appeal,2022Q2,"8,400"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2017Q4,N/A
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2018Q1,N/A
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2018Q2,N/A
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2018Q3,N/A
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2018Q4,N/A
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2019Q1,"355,600"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2019Q2,"67,800"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2019Q3,"47,100"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2019Q4,"53,100"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2020Q1,"25,300"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2020Q2,"8,800"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2020Q3,"14,000"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2020Q4,"281,400"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2021Q1,"559,500"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2021Q2,"311,600"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2021Q3,"233,600"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2021Q4,"261,900"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2022Q1,"239,600"
Facebook,Adult Nudity & Sexual Activity,Content Restored without appeal,2022Q2,"71,100"
Facebook,Bullying & Harassment,Content Restored without appeal,2017Q4,N/A
Facebook,Bullying & Harassment,Content Restored without appeal,2018Q1,N/A
Facebook,Bullying & Harassment,Content Restored without appeal,2018Q2,N/A
Facebook,Bullying & Harassment,Content Restored without appeal,2018Q3,N/A
Facebook,Bullying & Harassment,Content Restored without appeal,2018Q4,N/A
Facebook,Bullying & Harassment,Content Restored without appeal,2019Q1,800
Facebook,Bullying & Harassment,Content Restored without appeal,2019Q2,"4,800"
Facebook,Bullying & Harassment,Content Restored without appeal,2019Q3,"6,900"
Facebook,Bullying & Harassment,Content Restored without appeal,2019Q4,"5,000"
Facebook,Bullying & Harassment,Content Restored without appeal,2020Q1,"1,600"
Facebook,Bullying & Harassment,Content Restored without appeal,2020Q2,"38,400"
Facebook,Bullying & Harassment,Content Restored without appeal,2020Q3,"362,100"
Facebook,Bullying & Harassment,Content Restored without appeal,2020Q4,"131,800"
Facebook,Bullying & Harassment,Content Restored without appeal,2021Q1,"179,000"
Facebook,Bullying & Harassment,Content Restored without appeal,2021Q2,"210,800"
Facebook,Bullying & Harassment,Content Restored without appeal,2021Q3,"282,600"
Facebook,Bullying & Harassment,Content Restored without appeal,2021Q4,"242,500"
Facebook,Bullying & Harassment,Content Restored without appeal,2022Q1,"333,400"
Facebook,Bullying & Harassment,Content Restored without appeal,2022Q2,"28,700"
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2017Q4,N/A
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2018Q1,N/A
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2018Q2,N/A
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2018Q3,N/A
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2018Q4,N/A
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2019Q1,N/A
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2019Q2,N/A
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2019Q3,N/A
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2019Q4,N/A
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2020Q1,N/A
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2020Q2,N/A
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2020Q3,N/A
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2020Q4,N/A
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2021Q1,N/A
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2021Q2,"21,100"
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2021Q3,"167,200"
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2021Q4,"19,200"
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2022Q1,"21,200"
Facebook,Child Endangerment: Nudity and Physical Abuse,Content Restored without appeal,2022Q2,"18,700"
Facebook,Child Endangerment: Sexual Exploitation,Content Restored without appeal,2017Q4,N/A
Facebook,Child Endangerment: Sexual Exploitation,Content Restored without appeal,2018Q1,N/A
Facebook,Child Endangerment: Sexual Exploitation,Content Restored without appeal,2018Q2,N/A
Facebook,Child Endangerment: Sexual Exploitation,Content Restored without appeal,2018Q3,N/A
Facebook,Child Endangerment: Sexual Exploitation,Content Restored without appeal,2018Q4,N/A
Facebook,Child Endangerment: Sexual Exploitation,Content Restored without appeal,2019Q1,N/A
Facebook,Child Endangerment: Sexual Exploitation,Content Restored without appeal,2019Q2,N/A
Facebook,Child Endangerment: Sexual Exploitation,Content Restored without appeal,2019Q3,N/A
Facebook,Child Endangerment: Sexual Exploitation,Content Restored without appeal,2019Q4,N/A
Facebook,Child Endangerment: Sexual Exploitation,Content Restored without appeal,2020Q1,N/A
Facebook,Child Endangerment: Sexual Exploitation,Content Restored without appeal,2020Q2,N/A
Facebook,Child Endangerment: Sexual Exploitation,Content Restored without appeal,2020Q3,N/A
Facebook,Child Endangerment: Sexual Exploitation,Content Restored without appeal,2020Q4,N/A
Facebook,Child Endangerment: Sexual Exploitation,Content Restored without appeal,2021Q1,N/A
Facebook,Child Endangerment: Sexual Exploitation,Content Restored without appeal,2021Q2,"2,800"
Facebook,Child Endangerment: Sexual Exploitation,Content Restored without appeal,2021Q3,"2,800"
Facebook,Child Endangerment: Sexual Exploitation,Content Restored without appeal,2021Q4,"180,500"
Facebook,Child Endangerment: Sexual Exploitation,Content Restored without appeal,2022Q1,"687,800"
Facebook,Child Endangerment: Sexual Exploitation,Content Restored without appeal,2022Q2,"15,700"
Facebook,Child Nudity & Sexual Exploitation,Content Restored without appeal,2017Q4,N/A
Facebook,Child Nudity & Sexual Exploitation,Content Restored without appeal,2018Q1,N/A
Facebook,Child Nudity & Sexual Exploitation,Content Restored without appeal,2018Q2,N/A
Facebook,Child Nudity & Sexual Exploitation,Content Restored without appeal,2018Q3,N/A
Facebook,Child Nudity & Sexual Exploitation,Content Restored without appeal,2018Q4,N/A
Facebook,Child Nudity & Sexual Exploitation,Content Restored without appeal,2019Q1,"5,300"
Facebook,Child Nudity & Sexual Exploitation,Content Restored without appeal,2019Q2,"1,500"
Facebook,Child Nudity & Sexual Exploitation,Content Restored without appeal,2019Q3,"3,400"
Facebook,Child Nudity & Sexual Exploitation,Content Restored without appeal,2019Q4,"2,500"
Facebook,Child Nudity & Sexual Exploitation,Content Restored without appeal,2020Q1,500
Facebook,Child Nudity & Sexual Exploitation,Content Restored without appeal,2020Q2,40
Facebook,Child Nudity & Sexual Exploitation,Content Restored without appeal,2020Q3,"1,200"
Facebook,Child Nudity & Sexual Exploitation,Content Restored without appeal,2020Q4,"3,200"
Facebook,Child Nudity & Sexual Exploitation,Content Restored without appeal,2021Q1,"46,600"
Facebook,Dangerous Orgs: Organized Hate,Content Restored without appeal,2017Q4,N/A
Facebook,Dangerous Orgs: Organized Hate,Content Restored without appeal,2018Q1,N/A
Facebook,Dangerous Orgs: Organized Hate,Content Restored without appeal,2018Q2,N/A
Facebook,Dangerous Orgs: Organized Hate,Content Restored without appeal,2018Q3,N/A
Facebook,Dangerous Orgs: Organized Hate,Content Restored without appeal,2018Q4,N/A
Facebook,Dangerous Orgs: Organized Hate,Content Restored without appeal,2019Q1,N/A
Facebook,Dangerous Orgs: Organized Hate,Content Restored without appeal,2019Q2,N/A
Facebook,Dangerous Orgs: Organized Hate,Content Restored without appeal,2019Q3,N/A
Facebook,Dangerous Orgs: Organized Hate,Content Restored without appeal,2019Q4,"34,900"
Facebook,Dangerous Orgs: Organized Hate,Content Restored without appeal,2020Q1,"11,300"
Facebook,Dangerous Orgs: Organized Hate,Content Restored without appeal,2020Q2,"90,800"
Facebook,Dangerous Orgs: Organized Hate,Content Restored without appeal,2020Q3,"89,900"
Facebook,Dangerous Orgs: Organized Hate,Content Restored without appeal,2020Q4,"204,200"
Facebook,Dangerous Orgs: Organized Hate,Content Restored without appeal,2021Q1,"454,800"
Facebook,Dangerous Orgs: Organized Hate,Content Restored without appeal,2021Q2,"484,600"
Facebook,Dangerous Orgs: Organized Hate,Content Restored without appeal,2021Q3,"433,100"
Facebook,Dangerous Orgs: Organized Hate,Content Restored without appeal,2021Q4,"115,400"
Facebook,Dangerous Orgs: Organized Hate,Content Restored without appeal,2022Q1,"219,600"
Facebook,Dangerous Orgs: Organized Hate,Content Restored without appeal,2022Q2,"9,100"
Facebook,Dangerous Orgs: Terrorism,Content Restored without appeal,2017Q4,N/A
Facebook,Dangerous Orgs: Terrorism,Content Restored without appeal,2018Q1,N/A
Facebook,Dangerous Orgs: Terrorism,Content Restored without appeal,2018Q2,N/A
Facebook,Dangerous Orgs: Terrorism,Content Restored without appeal,2018Q3,N/A
Facebook,Dangerous Orgs: Terrorism,Content Restored without appeal,2018Q4,N/A
Facebook,Dangerous Orgs: Terrorism,Content Restored without appeal,2019Q1,"151,500"
Facebook,Dangerous Orgs: Terrorism,Content Restored without appeal,2019Q2,"168,600"
Facebook,Dangerous Orgs: Terrorism,Content Restored without appeal,2019Q3,"172,100"
Facebook,Dangerous Orgs: Terrorism,Content Restored without appeal,2019Q4,"287,900"
Facebook,Dangerous Orgs: Terrorism,Content Restored without appeal,2020Q1,"198,700"
Facebook,Dangerous Orgs: Terrorism,Content Restored without appeal,2020Q2,"356,800"
Facebook,Dangerous Orgs: Terrorism,Content Restored without appeal,2020Q3,"63,900"
Facebook,Dangerous Orgs: Terrorism,Content Restored without appeal,2020Q4,"50,300"
Facebook,Dangerous Orgs: Terrorism,Content Restored without appeal,2021Q1,"62,600"
Facebook,Dangerous Orgs: Terrorism,Content Restored without appeal,2021Q2,"41,200"
Facebook,Dangerous Orgs: Terrorism,Content Restored without appeal,2021Q3,"85,200"
Facebook,Dangerous Orgs: Terrorism,Content Restored without appeal,2021Q4,"52,300"
Facebook,Dangerous Orgs: Terrorism,Content Restored without appeal,2022Q1,"408,300"
Facebook,Dangerous Orgs: Terrorism,Content Restored without appeal,2022Q2,"24,400"
Facebook,Hate Speech,Content Restored without appeal,2017Q4,N/A
Facebook,Hate Speech,Content Restored without appeal,2018Q1,N/A
Facebook,Hate Speech,Content Restored without appeal,2018Q2,N/A
Facebook,Hate Speech,Content Restored without appeal,2018Q3,N/A
Facebook,Hate Speech,Content Restored without appeal,2018Q4,N/A
Facebook,Hate Speech,Content Restored without appeal,2019Q1,700
Facebook,Hate Speech,Content Restored without appeal,2019Q2,"1,500"
Facebook,Hate Speech,Content Restored without appeal,2019Q3,"2,200"
Facebook,Hate Speech,Content Restored without appeal,2019Q4,"2,400"
Facebook,Hate Speech,Content Restored without appeal,2020Q1,"1,000"
Facebook,Hate Speech,Content Restored without appeal,2020Q2,"137,600"
Facebook,Hate Speech,Content Restored without appeal,2020Q3,"146,800"
Facebook,Hate Speech,Content Restored without appeal,2020Q4,"211,300"
Facebook,Hate Speech,Content Restored without appeal,2021Q1,"324,200"
Facebook,Hate Speech,Content Restored without appeal,2021Q2,"328,200"
Facebook,Hate Speech,Content Restored without appeal,2021Q3,"303,000"
Facebook,Hate Speech,Content Restored without appeal,2021Q4,"227,800"
Facebook,Hate Speech,Content Restored without appeal,2022Q1,"218,200"
Facebook,Hate Speech,Content Restored without appeal,2022Q2,"11,800"
Facebook,Regulated Goods: Drugs,Content Restored without appeal,2017Q4,N/A
Facebook,Regulated Goods: Drugs,Content Restored without appeal,2018Q1,N/A
Facebook,Regulated Goods: Drugs,Content Restored without appeal,2018Q2,N/A
Facebook,Regulated Goods: Drugs,Content Restored without appeal,2018Q3,N/A
Facebook,Regulated Goods: Drugs,Content Restored without appeal,2018Q4,N/A
Facebook,Regulated Goods: Drugs,Content Restored without appeal,2019Q1,400
Facebook,Regulated Goods: Drugs,Content Restored without appeal,2019Q2,"16,400"
Facebook,Regulated Goods: Drugs,Content Restored without appeal,2019Q3,"28,500"
Facebook,Regulated Goods: Drugs,Content Restored without appeal,2019Q4,"74,700"
Facebook,Regulated Goods: Drugs,Content Restored without appeal,2020Q1,"11,600"
Facebook,Regulated Goods: Drugs,Content Restored without appeal,2020Q2,"36,100"
Facebook,Regulated Goods: Drugs,Content Restored without appeal,2020Q3,"50,600"
Facebook,Regulated Goods: Drugs,Content Restored without appeal,2020Q4,"316,500"
Facebook,Regulated Goods: Drugs,Content Restored without appeal,2021Q1,"97,100"
Facebook,Regulated Goods: Drugs,Content Restored without appeal,2021Q2,"59,200"
Facebook,Regulated Goods: Drugs,Content Restored without appeal,2021Q3,"83,500"
Facebook,Regulated Goods: Drugs,Content Restored without appeal,2021Q4,"119,800"
Facebook,Regulated Goods: Drugs,Content Restored without appeal,2022Q1,"111,400"
Facebook,Regulated Goods: Drugs,Content Restored without appeal,2022Q2,"51,900"
Facebook,Regulated Goods: Firearms,Content Restored without appeal,2017Q4,N/A
Facebook,Regulated Goods: Firearms,Content Restored without appeal,2018Q1,N/A
Facebook,Regulated Goods: Firearms,Content Restored without appeal,2018Q2,N/A
Facebook,Regulated Goods: Firearms,Content Restored without appeal,2018Q3,N/A
Facebook,Regulated Goods: Firearms,Content Restored without appeal,2018Q4,N/A
Facebook,Regulated Goods: Firearms,Content Restored without appeal,2019Q1,700
Facebook,Regulated Goods: Firearms,Content Restored without appeal,2019Q2,"13,300"
Facebook,Regulated Goods: Firearms,Content Restored without appeal,2019Q3,"19,400"
Facebook,Regulated Goods: Firearms,Content Restored without appeal,2019Q4,"12,500"
Facebook,Regulated Goods: Firearms,Content Restored without appeal,2020Q1,"4,500"
Facebook,Regulated Goods: Firearms,Content Restored without appeal,2020Q2,"7,700"
Facebook,Regulated Goods: Firearms,Content Restored without appeal,2020Q3,"4,700"
Facebook,Regulated Goods: Firearms,Content Restored without appeal,2020Q4,"24,900"
Facebook,Regulated Goods: Firearms,Content Restored without appeal,2021Q1,"128,100"
Facebook,Regulated Goods: Firearms,Content Restored without appeal,2021Q2,"119,900"
Facebook,Regulated Goods: Firearms,Content Restored without appeal,2021Q3,"60,700"
Facebook,Regulated Goods: Firearms,Content Restored without appeal,2021Q4,"59,800"
Facebook,Regulated Goods: Firearms,Content Restored without appeal,2022Q1,"67,500"
Facebook,Regulated Goods: Firearms,Content Restored without appeal,2022Q2,"31,700"
Facebook,Spam,Content Restored without appeal,2017Q4,N/A
Facebook,Spam,Content Restored without appeal,2018Q1,N/A
Facebook,Spam,Content Restored without appeal,2018Q2,N/A
Facebook,Spam,Content Restored without appeal,2018Q3,N/A
Facebook,Spam,Content Restored without appeal,2018Q4,N/A
Facebook,Spam,Content Restored without appeal,2019Q1,"31,800,000"
Facebook,Spam,Content Restored without appeal,2019Q2,"110,200,000"
Facebook,Spam,Content Restored without appeal,2019Q3,"109,300,000"
Facebook,Spam,Content Restored without appeal,2019Q4,"31,600,000"
Facebook,Spam,Content Restored without appeal,2020Q1,"94,500,000"
Facebook,Spam,Content Restored without appeal,2020Q2,"18,000,000"
Facebook,Spam,Content Restored without appeal,2020Q3,"60,100,000"
Facebook,Spam,Content Restored without appeal,2020Q4,"21,400,000"
Facebook,Spam,Content Restored without appeal,2021Q1,"38,800,000"
Facebook,Spam,Content Restored without appeal,2021Q2,"30,600,000"
Facebook,Spam,Content Restored without appeal,2021Q3,"20,900,000"
Facebook,Spam,Content Restored without appeal,2021Q4,"54,100,000"
Facebook,Spam,Content Restored without appeal,2022Q1,"33,000,000"
Facebook,Spam,Content Restored without appeal,2022Q2,"117,300,000"
Facebook,Suicide and Self-Injury,Content Restored without appeal,2017Q4,N/A
Facebook,Suicide and Self-Injury,Content Restored without appeal,2018Q1,N/A
Facebook,Suicide and Self-Injury,Content Restored without appeal,2018Q2,N/A
Facebook,Suicide and Self-Injury,Content Restored without appeal,2018Q3,N/A
Facebook,Suicide and Self-Injury,Content Restored without appeal,2018Q4,N/A
Facebook,Suicide and Self-Injury,Content Restored without appeal,2019Q1,N/A
Facebook,Suicide and Self-Injury,Content Restored without appeal,2019Q2,100
Facebook,Suicide and Self-Injury,Content Restored without appeal,2019Q3,200
Facebook,Suicide and Self-Injury,Content Restored without appeal,2019Q4,300
Facebook,Suicide and Self-Injury,Content Restored without appeal,2020Q1,200
Facebook,Suicide and Self-Injury,Content Restored without appeal,2020Q2,50
Facebook,Suicide and Self-Injury,Content Restored without appeal,2020Q3,100
Facebook,Suicide and Self-Injury,Content Restored without appeal,2020Q4,"3,700"
Facebook,Suicide and Self-Injury,Content Restored without appeal,2021Q1,"185,500"
Facebook,Suicide and Self-Injury,Content Restored without appeal,2021Q2,"279,700"
Facebook,Suicide and Self-Injury,Content Restored without appeal,2021Q3,"161,500"
Facebook,Suicide and Self-Injury,Content Restored without appeal,2021Q4,"95,200"
